시설명,카테고리1,카테고리2,카테고리3,시도 명칭,시군구 명칭,법정읍면동명칭,리 명칭,번지,도로명 이름,건물 번호,위도,경도,우편번호,도로명주소,지번주소,제목,문화종류,공연 시작일,공연 마지막일,연령,시간,인터미션,출연진,최종작성일
소극장 봄,전시/공연,영화/연극/공연,독립극장,서울특별시,성북구,삼선동1가,,35 번지,삼선교로,14 번,37.58754787,127.0073617,02865,서울특별시 성북구 삼선교로 14,서울특별시 성북구 삼선동1가 35,경구,연극,2016-05-17,2016-05-29,만 15세이상,80분,정보없음,"강현근, 신진철, 박준영",2022-11-30
소극장 봄,전시/공연,영화/연극/공연,독립극장,서울특별시,성북구,삼선동1가,,35 번지,삼선교로,14 번,37.58754787,127.0073617,02865,서울특별시 성북구 삼선교로 14,서울특별시 성북구 삼선동1가 35,곡란,연극,2017-09-09,2017-09-10,전체관람가,80분,정보없음,"장비고, 홍성락, 황현욱, 조영욱, 우유선, 박지선",2022-11-30
소극장 봄,전시/공연,영화/연극/공연,독립극장,서울특별시,성북구,삼선동1가,,35 번지,삼선교로,14 번,37.58754787,127.0073617,02865,서울특별시 성북구 삼선교로 14,서울특별시 성북구 삼선동1가 35,그러니까 청춘,연극,2016-12-10,2016-12-11,만 8세이상,90분,정보없음,"김동현, 한성욱, 최수민, 허예슬, 유기욱, 임영민",2022-11-30
소극장 봄,전시/공연,영화/연극/공연,독립극장,서울특별시,성북구,삼선동1가,,35 번지,삼선교로,14 번,37.58754787,127.0073617,02865,서울특별시 성북구 삼선교로 14,서울특별시 성북구 삼선동1가 35,당신과는 상관없는 이야기,연극,2019-10-16,2019-10-27,만 12세이상,60분,정보없음,"김동민, 차희수, 구자휘",2022-11-30
소극장 봄,전시/공연,영화/연극/공연,독립극장,서울특별시,성북구,삼선동1가,,35 번지,삼선교로,14 번,37.58754787,127.0073617,02865,서울특별시 성북구 삼선교로 14,서울특별시 성북구 삼선동1가 35,"돈 돈, 돌아",연극,2016-12-28,2016-12-31,만 11세이상,65분,정보없음,"이민호, 손진영, 한송이",2022-11-30
소극장 봄,전시/공연,영화/연극/공연,독립극장,서울특별시,성북구,삼선동1가,,35 번지,삼선교로,14 번,37.58754787,127.0073617,02865,서울특별시 성북구 삼선교로 14,서울특별시 성북구 삼선동1가 35,무풍지대 로케트,연극,2015-10-27,2015-11-08,만 15세이상,80분,정보없음,"윤종구, 김소영, 윤정일, 강현근, 이해미",2022-11-30
소극장 봄,전시/공연,영화/연극/공연,독립극장,서울특별시,성북구,삼선동1가,,35 번지,삼선교로,14 번,37.58754787,127.0073617,02865,서울특별시 성북구 삼선교로 14,서울특별시 성북구 삼선동1가 35,발판,연극,2019-11-23,2019-12-01,만 15세이상,80분,정보없음,"라소영, 안준호",2022-11-30
소극장 봄,전시/공연,영화/연극/공연,독립극장,서울특별시,성북구,삼선동1가,,35 번지,삼선교로,14 번,37.58754787,127.0073617,02865,서울특별시 성북구 삼선교로 14,서울특별시 성북구 삼선동1가 35,베네수엘라,연극,2016-03-10,2016-03-12,만 13세이상,75분,정보없음,천성대,2022-11-30
소극장 봄,전시/공연,영화/연극/공연,독립극장,서울특별시,성북구,삼선동1가,,35 번지,삼선교로,14 번,37.58754787,127.0073617,02865,서울특별시 성북구 삼선교로 14,서울특별시 성북구 삼선동1가 35,성북페스티발 - 광인일기,연극,2015-10-08,2015-10-10,만 8세이상,90분,정보없음,정보없음,2022-11-30
소극장 봄,전시/공연,영화/연극/공연,독립극장,서울특별시,성북구,삼선동1가,,35 번지,삼선교로,14 번,37.58754787,127.0073617,02865,서울특별시 성북구 삼선교로 14,서울특별시 성북구 삼선동1가 35,아이 원츄 고우 백,연극,2015-04-25,2015-04-25,만 15세이상,60분,정보없음,"현원, 백기현",2022-11-30
소극장 봄,전시/공연,영화/연극/공연,독립극장,서울특별시,성북구,삼선동1가,,35 번지,삼선교로,14 번,37.58754787,127.0073617,02865,서울특별시 성북구 삼선교로 14,서울특별시 성북구 삼선동1가 35,야경,연극,2015-03-24,2015-03-29,만 15세이상,,정보없음,"강석호, 이준녕, 권진, 김종남",2022-11-30
소극장 봄,전시/공연,영화/연극/공연,독립극장,서울특별시,성북구,삼선동1가,,35 번지,삼선교로,14 번,37.58754787,127.0073617,02865,서울특별시 성북구 삼선교로 14,서울특별시 성북구 삼선동1가 35,영희,연극,2016-06-14,2016-06-19,만 5세이상,70분,정보없음,"신은수, 전시몬, 박필주, 서상현, 한다경, 문시니, 서다예, 한인희, 배진석, 김한나, 김엄진, 서영서, 이동규, 최효민",2022-11-30
소극장 봄,전시/공연,영화/연극/공연,독립극장,서울특별시,성북구,삼선동1가,,35 번지,삼선교로,14 번,37.58754787,127.0073617,02865,서울특별시 성북구 삼선교로 14,서울특별시 성북구 삼선동1가 35,오늘도,퍼포먼스,2018-01-31,2018-02-04,전체관람가,90분,정보없음,정보없음,2022-11-30
소극장 봄,전시/공연,영화/연극/공연,독립극장,서울특별시,성북구,삼선동1가,,35 번지,삼선교로,14 번,37.58754787,127.0073617,02865,서울특별시 성북구 삼선교로 14,서울특별시 성북구 삼선동1가 35,오래된 미래,연극,2019-12-04,2019-12-08,만 11세이상,120분,정보없음,"최한, 이세연, 김별, 이재웅, 윤유정, 박진영, 정영재, 오세윤",2022-11-30
소극장 봄,전시/공연,영화/연극/공연,독립극장,서울특별시,성북구,삼선동1가,,35 번지,삼선교로,14 번,37.58754787,127.0073617,02865,서울특별시 성북구 삼선교로 14,서울특별시 성북구 삼선동1가 35,욕,연극,2018-05-16,2018-06-10,만 15세이상,100분,정보없음,"김민수, 배우리, 김재천, 신민지, 김창섭, 박종식",2022-11-30
소극장 봄,전시/공연,영화/연극/공연,독립극장,서울특별시,성북구,삼선동1가,,35 번지,삼선교로,14 번,37.58754787,127.0073617,02865,서울특별시 성북구 삼선교로 14,서울특별시 성북구 삼선동1가 35,주변잔치,퍼포먼스,2016-11-19,2016-11-20,전체관람가,90분,정보없음,김상욱,2022-11-30
소극장 봄,전시/공연,영화/연극/공연,독립극장,서울특별시,성북구,삼선동1가,,35 번지,삼선교로,14 번,37.58754787,127.0073617,02865,서울특별시 성북구 삼선교로 14,서울특별시 성북구 삼선동1가 35,지독한 사랑,연극,2018-02-22,2018-02-25,만 16세이상,60분,정보없음,"박상협, 장준영, 서현정, 박희경",2022-11-30
소극장 봄,전시/공연,영화/연극/공연,독립극장,서울특별시,성북구,삼선동1가,,35 번지,삼선교로,14 번,37.58754787,127.0073617,02865,서울특별시 성북구 삼선교로 14,서울특별시 성북구 삼선동1가 35,총 맞은 것처럼,연극,2017-02-21,2017-02-26,만 7세이상,90분,정보없음,"민상철, 김미나, 채수연, 최성규",2022-11-30
소극장 봄,전시/공연,영화/연극/공연,독립극장,서울특별시,성북구,삼선동1가,,35 번지,삼선교로,14 번,37.58754787,127.0073617,02865,서울특별시 성북구 삼선교로 14,서울특별시 성북구 삼선동1가 35,춘희아씨,연극,2017-11-11,2017-11-21,만 14세이상,90분,정보없음,"방태현, 김미르",2022-11-30
소극장 봄,전시/공연,영화/연극/공연,독립극장,서울특별시,성북구,삼선동1가,,35 번지,삼선교로,14 번,37.58754787,127.0073617,02865,서울특별시 성북구 삼선교로 14,서울특별시 성북구 삼선동1가 35,프로젝트 1957,연극,2019-08-29,2019-09-01,만 14세이상,70분,정보없음,정보없음,2022-11-30
소극장 봄,전시/공연,영화/연극/공연,독립극장,서울특별시,성북구,삼선동1가,,35 번지,삼선교로,14 번,37.58754787,127.0073617,02865,서울특별시 성북구 삼선교로 14,서울특별시 성북구 삼선동1가 35,하늘 물 흙 탄소 플라스틱 맑음,연극,2019-12-19,2019-12-22,만 11세이상,75분,정보없음,"이서한, 김은우, 최강현, 한새롬",2022-11-30
소극장 봄,전시/공연,영화/연극/공연,독립극장,서울특별시,성북구,삼선동1가,,35 번지,삼선교로,14 번,37.58754787,127.0073617,02865,서울특별시 성북구 삼선교로 14,서울특별시 성북구 삼선동1가 35,하늘을 날다,연극,2017-08-17,2017-08-20,만 8세이상,90분,정보없음,"김상윤, 조희성, 정주호, 손진영, 김대종, 신진아, 남태관, 김수지, 안연제",2022-11-30
소극장 봄,전시/공연,영화/연극/공연,독립극장,서울특별시,성북구,삼선동1가,,35 번지,삼선교로,14 번,37.58754787,127.0073617,02865,서울특별시 성북구 삼선교로 14,서울특별시 성북구 삼선동1가 35,헤다 가블레르 아 템포,연극,2019-05-09,2019-05-12,만 15세이상,100분,정보없음,"김세영, 김병윤, 임우영",2022-11-30
소극장 봄,전시/공연,영화/연극/공연,독립극장,서울특별시,성북구,삼선동1가,,35 번지,삼선교로,14 번,37.58754787,127.0073617,02865,서울특별시 성북구 삼선교로 14,서울특별시 성북구 삼선동1가 35,홍위뎐,퍼포먼스,2018-09-21,2018-09-22,전체관람가,45분,정보없음,정보없음,2022-11-30
소극장 오유,전시/공연,영화/연극/공연,독립극장,서울특별시,강남구,도곡동,,459 번지,남부순환로378길,34-9 번,37.48372308,127.046407,06300,서울특별시 강남구 남부순환로378길 34-9,서울특별시 강남구 도곡동 459 도곡2동주민센터,달려라 달려 달달달3,어린이/가족,2016-08-19,2016-08-20,36개월이상,60분,정보없음,정보없음,2022-11-30
소극장 오유,전시/공연,영화/연극/공연,독립극장,서울특별시,강남구,도곡동,,459 번지,남부순환로378길,34-9 번,37.48372308,127.046407,06300,서울특별시 강남구 남부순환로378길 34-9,서울특별시 강남구 도곡동 459 도곡2동주민센터,도둑이여 사랑을 대출하라,연극,2015-12-15,2015-12-20,만 15세이상,90분,정보없음,"남세린, 최재형, 임민아, 고귀현, 김하빈, 고아라",2022-11-30
소극장 오유,전시/공연,영화/연극/공연,독립극장,서울특별시,강남구,도곡동,,459 번지,남부순환로378길,34-9 번,37.48372308,127.046407,06300,서울특별시 강남구 남부순환로378길 34-9,서울특별시 강남구 도곡동 459 도곡2동주민센터,제물포별곡,연극,2015-08-04,2015-08-09,전체관람가,60분,정보없음,"백우람, 이경선, 이정근, 하지성, 임주용",2022-11-30
소극장 오유,전시/공연,영화/연극/공연,독립극장,서울특별시,강남구,도곡동,,459 번지,남부순환로378길,34-9 번,37.48372308,127.046407,06300,서울특별시 강남구 남부순환로378길 34-9,서울특별시 강남구 도곡동 459 도곡2동주민센터,천하무뽕,어린이/가족,2016-07-06,2016-07-09,만 5세이상,60분,정보없음,정보없음,2022-11-30
소극장 The켠,전시/공연,영화/연극/공연,독립극장,서울특별시,강북구,미아동,,61-52 번지,도봉로13가길,6 번,37.61481002,127.0291085,01206,서울특별시 강북구 도봉로13가길 6,서울특별시 강북구 미아동 61-52,김이박최,연극,2017-12-14,2017-12-30,만 15세이상,70분,정보없음,"조덕현, 정용희, 박수진, 김경선, 문도현, 박진성",2022-11-30
소극장 The켠,전시/공연,영화/연극/공연,독립극장,서울특별시,강북구,미아동,,61-52 번지,도봉로13가길,6 번,37.61481002,127.0291085,01206,서울특별시 강북구 도봉로13가길 6,서울특별시 강북구 미아동 61-52,무무,연극,2016-12-08,2016-12-31,전체관람가,80분,정보없음,"문도현, 임재성, 천도협, 김무늬, 박수진, 박진성, 전보형",2022-11-30
소극장 The켠,전시/공연,영화/연극/공연,독립극장,서울특별시,강북구,미아동,,61-52 번지,도봉로13가길,6 번,37.61481002,127.0291085,01206,서울특별시 강북구 도봉로13가길 6,서울특별시 강북구 미아동 61-52,백문이불여일켠,연극,2017-10-19,2017-10-28,만 15세이상,90분,정보없음,정보없음,2022-11-30
소극장 The켠,전시/공연,영화/연극/공연,독립극장,서울특별시,강북구,미아동,,61-52 번지,도봉로13가길,6 번,37.61481002,127.0291085,01206,서울특별시 강북구 도봉로13가길 6,서울특별시 강북구 미아동 61-52,새,연극,2018-07-26,2018-08-04,전체관람가,80분,정보없음,문도현,2022-11-30
소극장 The켠,전시/공연,영화/연극/공연,독립극장,서울특별시,강북구,미아동,,61-52 번지,도봉로13가길,6 번,37.61481002,127.0291085,01206,서울특별시 강북구 도봉로13가길 6,서울특별시 강북구 미아동 61-52,시급 2018,연극,2018-12-24,2018-12-29,전체관람가,85분,정보없음,문도현,2022-11-30
소극장 The켠,전시/공연,영화/연극/공연,독립극장,서울특별시,강북구,미아동,,61-52 번지,도봉로13가길,6 번,37.61481002,127.0291085,01206,서울특별시 강북구 도봉로13가길 6,서울특별시 강북구 미아동 61-52,시급 5580,연극,2015-12-15,2015-12-26,전체관람가,70분,정보없음,"조정환, 정용희, 김경선, 김연지, 임재성, 천도협",2022-11-30
소극장 The켠,전시/공연,영화/연극/공연,독립극장,서울특별시,강북구,미아동,,61-52 번지,도봉로13가길,6 번,37.61481002,127.0291085,01206,서울특별시 강북구 도봉로13가길 6,서울특별시 강북구 미아동 61-52,아마데우스,연극,2019-11-23,2019-11-24,만 12세이상,90분,정보없음,"배길환, 곽지수, 강지혜, 박재완, 이정남",2022-11-30
소극장 The켠,전시/공연,영화/연극/공연,독립극장,서울특별시,강북구,미아동,,61-52 번지,도봉로13가길,6 번,37.61481002,127.0291085,01206,서울특별시 강북구 도봉로13가길 6,서울특별시 강북구 미아동 61-52,켠담시리즈1,연극,2018-04-12,2018-04-14,만 14세이상,90분,정보없음,문도현,2022-11-30
소극장 The켠,전시/공연,영화/연극/공연,독립극장,서울특별시,강북구,미아동,,61-52 번지,도봉로13가길,6 번,37.61481002,127.0291085,01206,서울특별시 강북구 도봉로13가길 6,서울특별시 강북구 미아동 61-52,피카소돈년두보,연극,2017-06-23,2017-06-25,전체관람가,80분,정보없음,"김만재, 황연비, 위지연",2022-11-30
소극장 The켠,전시/공연,영화/연극/공연,독립극장,서울특별시,강북구,미아동,,61-52 번지,도봉로13가길,6 번,37.61481002,127.0291085,01206,서울특별시 강북구 도봉로13가길 6,서울특별시 강북구 미아동 61-52,한켠에 이야기,연극,2017-03-16,2017-03-18,만 14세이상,100분,정보없음,"문도현, 곽유평",2022-11-30
소극장 The켠,전시/공연,영화/연극/공연,독립극장,서울특별시,강북구,미아동,,61-52 번지,도봉로13가길,6 번,37.61481002,127.0291085,01206,서울특별시 강북구 도봉로13가길 6,서울특별시 강북구 미아동 61-52,한켠에 이야기,연극,2019-04-11,2019-04-21,만 14세이상,90분,정보없음,정보없음,2022-11-30
소극장 The켠,전시/공연,영화/연극/공연,독립극장,서울특별시,강북구,미아동,,61-52 번지,도봉로13가길,6 번,37.61481002,127.0291085,01206,서울특별시 강북구 도봉로13가길 6,서울특별시 강북구 미아동 61-52,핼리혜성,연극,2016-07-14,2016-08-20,전체관람가,90분,정보없음,"조덕현, 정용희, 조정환, 김경선, 송의석, 천도협, 김무늬, 박진성, 김연지, 문도현",2022-11-30
스텀프,전시/공연,영화/연극/공연,독립극장,서울특별시,금천구,가산동,,345-13 번지,가산디지털1로,83 번,37.47322077,126.8842986,08589,서울특별시 금천구 가산디지털1로 83,서울특별시 금천구 가산동 345-13 파트너스타워,거장과 마르가리타,연극,2016-12-01,2016-12-11,만 15세이상,90분,정보없음,"양형석, 고민철 (고형준), 오지숙, 김영서, 양진영, 정욱현, 강동하, 백이준",2022-11-30
스텀프,전시/공연,영화/연극/공연,독립극장,서울특별시,금천구,가산동,,345-13 번지,가산디지털1로,83 번,37.47322077,126.8842986,08589,서울특별시 금천구 가산디지털1로 83,서울특별시 금천구 가산동 345-13 파트너스타워,나의 이야기 극장,연극,2019-11-28,2019-12-01,만 14세이상,90분,정보없음,김효진,2022-11-30
스텀프,전시/공연,영화/연극/공연,독립극장,서울특별시,금천구,가산동,,345-13 번지,가산디지털1로,83 번,37.47322077,126.8842986,08589,서울특별시 금천구 가산디지털1로 83,서울특별시 금천구 가산동 345-13 파트너스타워,로큐멘터리,연극,2017-04-06,2017-04-16,만 15세이상,90분,정보없음,"장지훈, 최정선",2022-11-30
스텀프,전시/공연,영화/연극/공연,독립극장,서울특별시,금천구,가산동,,345-13 번지,가산디지털1로,83 번,37.47322077,126.8842986,08589,서울특별시 금천구 가산디지털1로 83,서울특별시 금천구 가산동 345-13 파트너스타워,먼데이 pm 5,연극,2016-06-18,2016-07-17,만 12세이상,90분,정보없음,"서신우, 강현정, 이승훈, 현종우, 임유정, 김경미, 정호영, 장탁현",2022-11-30
스텀프,전시/공연,영화/연극/공연,독립극장,서울특별시,금천구,가산동,,345-13 번지,가산디지털1로,83 번,37.47322077,126.8842986,08589,서울특별시 금천구 가산디지털1로 83,서울특별시 금천구 가산동 345-13 파트너스타워,무단거주자,연극,2017-12-06,2017-12-10,전체관람가,60분,정보없음,"유준원, 곽유평",2022-11-30
스텀프,전시/공연,영화/연극/공연,독립극장,서울특별시,금천구,가산동,,345-13 번지,가산디지털1로,83 번,37.47322077,126.8842986,08589,서울특별시 금천구 가산디지털1로 83,서울특별시 금천구 가산동 345-13 파트너스타워,사랑애몽,어린이/가족,2016-07-22,2016-07-31,만 6세이상,70분,정보없음,정보없음,2022-11-30
스텀프,전시/공연,영화/연극/공연,독립극장,서울특별시,금천구,가산동,,345-13 번지,가산디지털1로,83 번,37.47322077,126.8842986,08589,서울특별시 금천구 가산디지털1로 83,서울특별시 금천구 가산동 345-13 파트너스타워,석과불식,연극,2017-11-29,2017-12-17,만 14세이상,60분,정보없음,"김준범, 서도빈, 김원주, 서현우, 고다희, 김연지, 이종섭",2022-11-30
스텀프,전시/공연,영화/연극/공연,독립극장,서울특별시,금천구,가산동,,345-13 번지,가산디지털1로,83 번,37.47322077,126.8842986,08589,서울특별시 금천구 가산디지털1로 83,서울특별시 금천구 가산동 345-13 파트너스타워,시유어겐,연극,2015-09-11,2015-10-31,만 12세이상,90분,정보없음,"김경란, 추미정",2022-11-30
스텀프,전시/공연,영화/연극/공연,독립극장,서울특별시,금천구,가산동,,345-13 번지,가산디지털1로,83 번,37.47322077,126.8842986,08589,서울특별시 금천구 가산디지털1로 83,서울특별시 금천구 가산동 345-13 파트너스타워,아인슈타인의 별,연극,2016-09-09,2016-10-02,만 15세이상,100분,정보없음,"김승현, 박혜영",2022-11-30
스텀프,전시/공연,영화/연극/공연,독립극장,서울특별시,금천구,가산동,,345-13 번지,가산디지털1로,83 번,37.47322077,126.8842986,08589,서울특별시 금천구 가산디지털1로 83,서울특별시 금천구 가산동 345-13 파트너스타워,흰나비가 날아간다,연극,2018-08-21,2018-08-26,만 14세이상,70분,정보없음,이해원,2022-11-30
스튜디오 SK,전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,명륜3가,,122-2 번지,성균관로,15-10 번,37.58390229,126.9971181,03073,서울특별시 종로구 성균관로 15-10,서울특별시 종로구 명륜3가 122-2,결혼,연극,2015-10-22,2015-11-08,만 12세이상,70분,정보없음,"정동진, 황세준, 박진호, 민윤영",2022-11-30
스튜디오 SK,전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,명륜3가,,122-2 번지,성균관로,15-10 번,37.58390229,126.9971181,03073,서울특별시 종로구 성균관로 15-10,서울특별시 종로구 명륜3가 122-2,구름 위에서,연극,2019-12-26,2019-12-28,만 14세이상,90분,정보없음,최현우,2022-11-30
스튜디오 SK,전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,명륜3가,,122-2 번지,성균관로,15-10 번,37.58390229,126.9971181,03073,서울특별시 종로구 성균관로 15-10,서울특별시 종로구 명륜3가 122-2,구멍을 살펴라,연극,2019-04-25,2019-05-05,만 7세이상,90분,정보없음,정보없음,2022-11-30
스튜디오 SK,전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,명륜3가,,122-2 번지,성균관로,15-10 번,37.58390229,126.9971181,03073,서울특별시 종로구 성균관로 15-10,서울특별시 종로구 명륜3가 122-2,나영이를 찾아주세요,연극,2017-11-29,2017-12-03,만 7세이상,90분,정보없음,정보없음,2022-11-30
스튜디오 SK,전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,명륜3가,,122-2 번지,성균관로,15-10 번,37.58390229,126.9971181,03073,서울특별시 종로구 성균관로 15-10,서울특별시 종로구 명륜3가 122-2,남산타워 벚꽃은 4월에 진다,연극,2017-03-31,2017-04-16,전체관람가,90분,정보없음,문경초,2022-11-30
스튜디오 SK,전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,명륜3가,,122-2 번지,성균관로,15-10 번,37.58390229,126.9971181,03073,서울특별시 종로구 성균관로 15-10,서울특별시 종로구 명륜3가 122-2,더 스토리 오브 주,연극,2018-08-14,2018-08-19,만 15세이상,70분,정보없음,"임성수, 이진샘",2022-11-30
스튜디오 SK,전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,명륜3가,,122-2 번지,성균관로,15-10 번,37.58390229,126.9971181,03073,서울특별시 종로구 성균관로 15-10,서울특별시 종로구 명륜3가 122-2,동화의 관,연극,2018-05-22,2018-05-31,만 15세이상,95분,정보없음,정보없음,2022-11-30
스튜디오 SK,전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,명륜3가,,122-2 번지,성균관로,15-10 번,37.58390229,126.9971181,03073,서울특별시 종로구 성균관로 15-10,서울특별시 종로구 명륜3가 122-2,력,연극,2018-08-10,2018-08-12,만 11세이상,80분,정보없음,"곽민호, 김유준, 김성현, 고진혁, 이재영, 김명진",2022-11-30
스튜디오 SK,전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,명륜3가,,122-2 번지,성균관로,15-10 번,37.58390229,126.9971181,03073,서울특별시 종로구 성균관로 15-10,서울특별시 종로구 명륜3가 122-2,력 - 그 두번째 이야기,연극,2019-01-10,2019-01-13,만 11세이상,80분,정보없음,"고진혁, 이재영, 김명진, 김유준, 곽민호",2022-11-30
스튜디오 SK,전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,명륜3가,,122-2 번지,성균관로,15-10 번,37.58390229,126.9971181,03073,서울특별시 종로구 성균관로 15-10,서울특별시 종로구 명륜3가 122-2,리투아니아,연극,2017-06-27,2018-06-29,만 14세이상,60분,정보없음,"오학진, 이재영, 고진혁, 김성현, 정기욱, 김유준, 곽민호",2022-11-30
스튜디오 SK,전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,명륜3가,,122-2 번지,성균관로,15-10 번,37.58390229,126.9971181,03073,서울특별시 종로구 성균관로 15-10,서울특별시 종로구 명륜3가 122-2,베니스의 상인,연극,2016-02-12,2016-02-18,전체관람가,100분,정보없음,"박성준, 최준화, 김지훈",2022-11-30
스튜디오 SK,전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,명륜3가,,122-2 번지,성균관로,15-10 번,37.58390229,126.9971181,03073,서울특별시 종로구 성균관로 15-10,서울특별시 종로구 명륜3가 122-2,선,연극,2017-02-24,2017-02-26,만 15세이상,80분,정보없음,"이태호, 유리, 전상길, 도영웅",2022-11-30
스튜디오 SK,전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,명륜3가,,122-2 번지,성균관로,15-10 번,37.58390229,126.9971181,03073,서울특별시 종로구 성균관로 15-10,서울특별시 종로구 명륜3가 122-2,소거,연극,2017-12-20,2017-12-24,전체관람가,80분,정보없음,"홍성락, 황현욱, 김현웅, 최상우, 조영욱",2022-11-30
스튜디오 SK,전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,명륜3가,,122-2 번지,성균관로,15-10 번,37.58390229,126.9971181,03073,서울특별시 종로구 성균관로 15-10,서울특별시 종로구 명륜3가 122-2,소나기2,연극,2015-11-11,2015-11-29,만 14세이상,70분,정보없음,"유지연, 고훈목, 김남수, 이용규, 박진호, 이일균",2022-11-30
스튜디오 SK,전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,명륜3가,,122-2 번지,성균관로,15-10 번,37.58390229,126.9971181,03073,서울특별시 종로구 성균관로 15-10,서울특별시 종로구 명륜3가 122-2,숨쉬다 보이첵,연극,2017-01-13,2017-01-15,만 14세이상,70분,정보없음,"이재영, 고진혁, 김성현, 정기욱, 곽민호",2022-11-30
스튜디오 SK,전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,명륜3가,,122-2 번지,성균관로,15-10 번,37.58390229,126.9971181,03073,서울특별시 종로구 성균관로 15-10,서울특별시 종로구 명륜3가 122-2,숨통,연극,2018-11-01,2018-11-11,만 13세이상,90분,정보없음,"이미숙, 김용희, 임주현, 박은경",2022-11-30
스튜디오 SK,전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,명륜3가,,122-2 번지,성균관로,15-10 번,37.58390229,126.9971181,03073,서울특별시 종로구 성균관로 15-10,서울특별시 종로구 명륜3가 122-2,아일랜드,연극,2018-04-06,2018-04-15,만 12세이상,100분,정보없음,오동규,2022-11-30
스튜디오 SK,전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,명륜3가,,122-2 번지,성균관로,15-10 번,37.58390229,126.9971181,03073,서울특별시 종로구 성균관로 15-10,서울특별시 종로구 명륜3가 122-2,어제의 용사들,연극,2015-12-02,2015-12-13,만 14세이상,90분,정보없음,"류성, 강제권, 이승구",2022-11-30
스튜디오 SK,전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,명륜3가,,122-2 번지,성균관로,15-10 번,37.58390229,126.9971181,03073,서울특별시 종로구 성균관로 15-10,서울특별시 종로구 명륜3가 122-2,유리 동물원,연극,2017-11-21,2017-11-22,만 14세이상,,정보없음,"박성준, 배소희, 임해승",2022-11-30
스튜디오 SK,전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,명륜3가,,122-2 번지,성균관로,15-10 번,37.58390229,126.9971181,03073,서울특별시 종로구 성균관로 15-10,서울특별시 종로구 명륜3가 122-2,잡역부,연극,2019-10-12,2019-10-20,전체관람가,60분,정보없음,정보없음,2022-11-30
스튜디오 SK,전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,명륜3가,,122-2 번지,성균관로,15-10 번,37.58390229,126.9971181,03073,서울특별시 종로구 성균관로 15-10,서울특별시 종로구 명륜3가 122-2,차고,연극,2019-10-12,2019-10-20,만 15세이상,60분,정보없음,정보없음,2022-11-30
스튜디오 SK,전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,명륜3가,,122-2 번지,성균관로,15-10 번,37.58390229,126.9971181,03073,서울특별시 종로구 성균관로 15-10,서울특별시 종로구 명륜3가 122-2,초몽,연극,2017-08-15,2017-08-21,만 12세이상,80분,정보없음,"이동준, 김통일, 강해리, 백민준, 안정민, 진영훈",2022-11-30
스튜디오 SK,전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,명륜3가,,122-2 번지,성균관로,15-10 번,37.58390229,126.9971181,03073,서울특별시 종로구 성균관로 15-10,서울특별시 종로구 명륜3가 122-2,치유,연극,2018-02-10,2018-02-11,전체관람가,90분,정보없음,주우진,2022-11-30
스튜디오 SK,전시/공연,영화/연극/공연,독립극장,서울특별시,종로구,명륜3가,,122-2 번지,성균관로,15-10 번,37.58390229,126.9971181,03073,서울특별시 종로구 성균관로 15-10,서울특별시 종로구 명륜3가 122-2,핵릿,연극,2019-04-17,2019-04-21,만 15세이상,90분,정보없음,정보없음,2022-11-30
슬로우시티,전시/공연,영화/연극/공연,독립극장,서울특별시,서초구,양재동,,89-8 번지,양재천로,135-8 번,37.47921014,127.0419699,06747,서울특별시 서초구 양재천로 135-8,서울특별시 서초구 양재동 89-8 청용빌딩,다가진 여자,연극,2017-03-14,2017-04-14,만 17세이상,70분,10분,"이설희, 명홍진, 최시형, 정홍섭, 양승호, 권성훈",2022-11-30
신도림 프라임아트홀,전시/공연,영화/연극/공연,독립극장,서울특별시,구로구,구로동,,3-25 번지,새말로,97 번,37.50704384,126.8902273,08288,서울특별시 구로구 새말로 97,서울특별시 구로구 구로동 3-25 신도림테크노마트,개그몬스터쇼,연극,2016-09-02,2016-10-30,만 7세이상,80분,정보없음,정보없음,2022-11-30
